1.33,10,0.012
1.34,12,0.023
1.35,12,0.022
1.36,15,0.019
1.37,9,0.009
1.38,12,0.029
1.39,16,0.03
1.4,17,0.043
1.41,11,0.016
1.42,13,0.024
1.43,13,0.014
1.44,14,0.053
1.45,13,0.027
1.46,12,0.014
1.47,11,0.02
1.48,11,0.041
1.49,10,0.011
1.5,10,0.011
1.51,10,0.017
1.52,13,0.029
1.53,11,0.03
1.54,10,0.01
1.55,12,0.057
1.56,12,0.031
1.57,12,0.016
1.58,16,0.029
1.59,13,0.013
1.6,12,0.074
1.61,11,0.039
1.62,10,0.042
1.63,10,0.035
1.64,13,0.049
1.65,14,0.026
1.66,11,0.021
1.67,12,0.037
1.68,15,0.041
1.69,9,0.059
1.7,10,0.013
1.71,12,0.027
1.72,16,0.075
1.73,12,0.024
1.74,11,0.026
1.75,17,0.068
1.76,13,0.027
1.77,9,0.013
1.78,10,0.018
1.79,9,0.019
1.8,13,0.074
1.81,14,0.047
1.82,10,0.053
1.83,10,0.018
1.84,10,0.029
1.85,10,0.013
1.86,10,0.021
1.87,11,0.027
1.88,9,0.014
1.89,10,0.096
1.9,9,0.015
1.91,11,0.036
1.92,13,0.052
1.93,12,0.05
1.94,8,0.019
1.95,9,0.026
1.96,11,0.036
1.97,10,0.033
1.98,12,0.029
1.99,9,0.029
2,10,0.057
2.01,7,0.016
2.02,12,0.03
2.03,11,0.051
2.04,7,0.011
2.05,11,0.058
2.06,8,0.094
2.07,13,0.053
2.08,7,0.057
2.09,12,0.091
2.1,10,0.016
2.11,9,0.014
2.12,8,0.02
2.13,10,0.031
2.14,9,0.028
2.15,8,0.02
2.16,8,0.009
2.17,8,0.045
2.18,8,0.046
2.19,10,0.051
2.2,9,0.048
2.21,8,0.015
2.22,8,0.01
2.23,10,0.025
2.24,7,0.008
2.25,9,0.075
2.26,8,0.019
2.27,11,0.027
2.28,14,0.08
2.29,7,0.06
2.3,9,0.033
2.31,10,0.039
2.32,8,0.025
2.33,6,0.009
2.34,8,0.063
2.35,9,0.029
2.36,7,0.007
2.37,10,0.043
2.38,8,0.03
2.39,9,0.019
2.4,11,0.043
2.41,6,0.012
2.42,8,0.024
2.43,8,0.029
2.44,8,0.05
2.45,7,0.014
2.46,11,0.029
2.47,7,0.016
2.48,9,0.032
2.49,10,0.082
2.5,8,0.041
2.51,10,0.023
2.52,14,0.113
2.53,8,0.052
2.54,9,0.037
2.55,10,0.023
2.56,7,0.05
2.57,12,0.04
2.58,8,0.021
2.59,12,0.07
2.6,10,0.048
2.61,6,0.012
2.62,9,0.078
2.63,8,0.03
2.64,8,0.023
2.65,5,0.013
2.66,8,0.047
2.67,9,0.037
2.68,8,0.016
2.69,9,0.038
2.7,8,0.012
2.71,8,0.1
2.72,7,0.024
2.73,6,0.013
2.74,9,0.016
2.75,7,0.013
2.76,8,0.2
2.77,10,0.255
2.78,7,0.022
2.79,6,0.023
2.8,6,0.015
2.81,8,0.04
2.82,7,0.026
2.83,9,0.029
2.84,10,0.096
2.85,8,0.102
2.86,6,0.088
2.87,6,0.007
2.88,12,0.045
2.89,7,0.064
2.9,6,0.029
2.91,6,0.044
2.92,5,0.047
2.93,8,0.075
2.94,12,0.061
2.95,9,0.028
2.96,8,0.333
2.97,8,0.034
2.98,10,0.095
2.99,5,0.01
3,6,0.009
3.01,7,0.033
3.02,6,0.009
3.03,6,0.027
3.04,7,0.077
3.05,8,0.089
3.06,7,0.019
3.07,6,0.027
3.08,7,0.034
3.09,9,0.142
3.1,8,0.056
3.11,6,0.028
3.12,9,0.045
3.13,8,0.033
3.14,6,0.108
3.15,6,0.012
3.16,7,0.038
3.17,6,0.017
3.18,8,0.071
3.19,12,0.049
3.2,9,0.112
3.21,6,0.066
3.22,6,0.016
3.23,8,0.047
3.24,6,0.096
3.25,7,0.015
3.26,9,0.2
3.27,6,0.12
3.28,6,0.048
3.29,7,0.047
3.3,5,0.037
3.31,9,0.046
3.32,9,0.103
3.33,6,0.031
3.34,7,0.03
3.35,5,0.01
3.36,7,0.069
3.37,7,0.098
3.38,8,0.085
3.39,8,0.073
3.4,7,0.076
3.41,11,0.094
3.42,8,0.043
3.43,8,0.047
3.44,8,0.052
3.45,9,0.163
3.46,7,0.188
3.47,7,0.084
3.48,13,0.296
3.49,8,0.116
3.5,8,0.022
3.51,5,0.027
3.52,8,0.104
3.53,7,0.06
3.54,6,0.028
3.55,8,0.103
3.56,8,0.058
3.57,8,0.094
3.58,6,0.064
3.59,9,0.026
3.6,7,0.18
3.61,9,0.081
3.62,6,0.017
3.63,10,0.084
3.64,8,0.024
3.65,7,0.039
3.66,7,0.031
3.67,5,0.017
3.68,7,0.1
3.69,7,0.108
3.7,8,0.057
3.71,9,0.06
3.72,10,0.129
3.73,10,0.06
3.74,7,0.193
3.75,6,0.035
3.76,7,0.171
3.77,6,0.025
3.78,6,0.029
3.79,12,0.086
3.8,9,0.182
3.81,9,0.101
3.82,7,0.057
3.83,7,0.039
3.84,7,0.022
3.85,5,0.014
3.86,6,0.089
3.87,6,0.02
3.88,8,0.134
3.89,8,0.046
3.9,7,0.065
3.91,8,0.071
3.92,6,0.037
3.93,5,0.029
3.94,5,0.037
3.95,9,0.104
3.96,6,0.06
3.97,7,0.105
3.98,9,0.041
3.99,7,0.031
4,6,0.02
4.01,8,0.089
4.02,8,0.124
4.03,6,0.077
4.04,6,0.054
4.05,5,0.041
4.06,6,0.09
4.07,9,0.063
4.08,9,0.392
4.09,6,0.143
4.1,9,0.069
4.11,5,0.032
4.12,8,0.102
4.13,6,0.036
4.14,5,0.094
4.15,7,0.038
4.16,7,0.085
4.17,7,0.02
4.18,7,0.025
4.19,5,0.024
4.2,6,0.048
4.21,4,0.016
4.22,8,0.203
4.23,6,0.037
4.24,9,0.125
4.25,6,0.01
4.26,7,0.13
4.27,7,0.126
4.28,8,0.148
4.29,7,0.053
4.3,7,0.052
4.31,5,0.04
4.32,7,0.066
4.33,7,0.359
4.34,7,0.082
4.35,6,0.043
4.36,8,0.125
4.37,7,0.157
4.38,5,0.114
4.39,5,0.029
4.4,5,0.043
4.41,8,0.101
4.42,6,0.025
4.43,6,0.063
4.44,6,0.083
4.45,5,0.138
4.46,6,0.064
4.47,6,0.009
4.48,8,0.132
4.49,6,0.059
4.5,7,0.033
4.51,7,0.104
4.52,6,0.041
4.53,6,0.038
4.54,6,0.055
4.55,7,0.07
4.56,8,0.056
4.57,11,0.068
4.58,5,0.173
4.59,8,0.095
4.6,7,0.157
4.61,8,0.036
4.62,7,0.117
4.63,8,0.122
4.64,8,0.034
4.65,6,0.086
4.66,5,0.077
4.67,5,0.089
4.68,5,0.016
4.69,7,0.073
4.7,4,0.024
4.71,8,0.096
4.72,6,0.037
4.73,6,0.096
4.74,6,0.087
4.75,8,0.062
4.76,6,0.127
4.77,7,0.025
4.78,6,0.053
4.79,10,0.095
4.8,6,0.026
4.81,5,0.195
4.82,8,0.103
4.83,7,0.097
4.84,5,0.047
4.85,6,0.09
4.86,6,0.041
4.87,4,0.017
4.88,7,0.141
4.89,7,0.074
4.9,4,0.016
4.91,6,0.029
4.92,8,0.063
4.93,8,0.064
4.94,6,0.026
4.95,5,0.021
4.96,6,0.066
4.97,7,0.04
4.98,7,0.133
4.99,6,0.04
5,7,0.064
5.01,10,0.07
5.02,10,0.124
5.03,6,0.031
5.04,10,0.061
5.05,5,0.032
5.06,5,0.014
5.07,10,0.264
5.08,7,0.125
5.09,7,0.167
5.1,6,0.027
5.11,5,0.031
5.12,6,0.054
5.13,5,0.015
5.14,4,0.02
5.15,13,0.225
5.16,7,0.15
5.17,8,0.298
5.18,10,0.067
5.19,6,0.027
5.2,9,0.44
5.21,5,0.016
5.22,5,0.075
5.23,6,0.124
5.24,6,0.044
5.25,6,0.043
5.26,6,0.025
5.27,12,0.126
5.28,7,0.081
5.29,6,0.084
5.3,5,0.05
5.31,7,0.052
5.32,6,0.05
5.33,6,0.072
5.34,9,0.11
5.35,6,0.038
5.36,8,0.094
5.37,6,0.012
5.38,9,0.223
5.39,9,0.208
5.4,8,0.112
5.41,4,0.022
5.42,7,0.104
5.43,10,0.245
5.44,9,0.083
5.45,12,0.252
5.46,8,0.069
5.47,7,0.094
5.48,6,0.073
5.49,7,0.224
5.5,5,0.024
5.51,6,0.032
5.52,7,0.116
5.53,6,0.066
5.54,8,0.069
5.55,7,0.107
5.56,7,0.084
5.57,5,0.024
5.58,9,0.146
5.59,6,0.073
5.6,9,0.488
5.61,7,0.248
5.62,6,0.018
5.63,6,0.044
5.64,8,0.036
5.65,10,0.111
5.66,7,0.1
5.67,5,0.083
5.68,8,0.119
5.69,12,0.217
5.7,7,0.031
5.71,6,0.051
5.72,6,0.053
5.73,7,0.164
5.74,5,0.02
5.75,5,0.02
5.76,9,0.291
5.77,7,0.022
5.78,8,0.074
5.79,8,0.087
5.8,8,0.136
5.81,10,0.305
5.82,10,0.355
5.83,7,0.279
5.84,4,0.096
5.85,8,0.16
5.86,7,0.033
5.87,11,0.151
5.88,7,0.049
5.89,6,0.058
5.9,12,0.177
5.91,7,0.031
5.92,7,0.168
5.93,8,0.094
5.94,4,0.027
5.95,7,0.031
5.96,4,0.038
5.97,8,0.141
5.98,5,0.032
5.99,6,0.028
6,7,0.054
6.01,7,0.088
6.02,7,0.096
6.03,11,0.431
6.04,8,0.484
6.05,6,0.11
6.06,7,0.157
