0.1,137,0.361,10.4786,9.18454
0.11,117,0.344,9.60887,9.28655
0.12,108,0.247,9.66757,9.107
0.13,99,0.193,9.0037,8.38818
0.14,108,0.256,9.38079,10.7716
0.15,124,0.602,12.6609,13.2706
0.16,74,0.163,9.01385,7.65634
0.17,69,0.089,8.5189,7.17941
0.18,83,0.134,9.10231,10.5908
0.19,81,0.235,10.9034,10.3188
0.2,64,0.099,8.56688,8.17744
0.21,68,0.112,9.57786,9.29473
0.22,53,0.062,7.88933,8.07305
0.23,61,0.19,10.5139,10.7455
0.24,55,0.108,10.2109,8.87544
0.25,48,0.146,8.95471,7.97039
0.26,47,0.072,8.18801,8.1066
0.27,60,0.306,9.52119,11.0785
0.28,52,0.117,8.40744,9.94699
0.29,66,0.131,11.0377,13.5446
0.3,59,0.569,12.0541,12.8207
0.31,45,0.255,10.2045,9.52905
0.32,49,0.127,9.91179,10.6774
0.33,44,0.146,9.16021,10.3043
0.34,40,0.051,9.1224,9.4703
0.35,39,0.063,8.80369,9.61989
0.36,38,0.069,8.42821,8.58966
0.37,37,0.167,9.87638,9.38747
0.38,37,0.066,9.24853,9.12737
0.39,35,0.157,9.99854,10.1935
0.4,45,0.308,10.5551,13.2346
0.41,35,0.227,9.86866,9.32367
0.42,30,0.193,8.36762,7.7573
0.43,32,0.076,8.37257,9.69525
0.44,31,0.066,8.21662,8.67209
0.45,31,0.231,9.67552,10.6926
0.46,25,0.047,8.36283,7.22837
0.47,32,0.11,10.7932,10.3115
0.48,28,0.067,8.28191,8.63549
0.49,26,0.146,8.26272,8.36425
0.5,25,0.1,9.89227,8.54919
0.51,23,0.116,8.70682,7.69699
0.52,23,0.059,8.3085,7.973
0.53,29,0.095,10.1311,10.2121
0.54,24,0.067,7.97806,8.93304
0.55,26,0.498,9.46471,9.40526
0.56,23,0.079,8.36703,8.79217
0.57,24,0.062,8.45698,8.79326
0.58,23,0.149,8.7142,8.59534
0.59,26,0.107,8.95776,9.92908
0.6,24,0.06,8.25662,8.63978
0.61,24,0.089,10.745,10.0602
0.62,32,0.217,10.2712,13.9013
0.63,25,0.122,9.81234,10.3294
0.64,27,0.218,10.4139,11.2727
0.65,25,0.071,9.90742,11.1168
0.66,19,0.068,7.70089,8.31637
0.67,18,0.057,7.94586,7.95389
0.68,20,0.091,8.90243,9.03507
0.69,18,0.063,7.78954,8.17913
0.7,16,0.024,7.67176,6.41476
0.71,17,0.033,7.85645,7.73706
0.72,17,0.055,8.73633,7.78707
0.73,23,0.398,9.24098,11.5716
0.74,16,0.056,7.71266,7.27602
0.75,21,0.032,9.23182,10.3018
0.76,16,0.051,7.71051,7.15724
0.77,14,0.022,7.48006,6.51015
0.78,18,0.059,9.09103,10.5824
0.79,18,0.141,9.11438,10.2347
0.8,15,0.036,7.60935,7.33963
0.81,18,0.041,9.68426,9.69536
0.82,16,0.061,8.95236,8.26607
0.83,20,0.034,9.10919,10.5967
0.84,24,0.069,9.81369,12.6967
0.85,21,0.071,10.0695,12.5731
0.86,19,0.063,8.04268,10.7041
0.87,15,0.122,7.63372,8.6242
0.88,16,0.064,9.95606,8.72673
0.89,13,0.035,7.3226,7.74398
0.9,18,0.067,8.80627,11.4326
0.91,14,0.037,8.86872,7.9559
0.92,18,0.063,9.566,10.2054
0.93,16,0.065,8.5337,8.76809
0.94,16,0.045,8.09537,8.02575
0.95,14,0.059,7.73386,7.82667
0.96,13,0.034,7.64334,7.51195
0.97,15,0.036,7.81866,9.7173
0.98,12,0.038,7.17688,6.89353
0.99,13,0.03,8.18335,7.56162
1,16,0.05,8.41854,10.666
1.01,11,0.025,7.40196,6.68896
1.02,16,0.105,8.6744,10.859
1.03,11,0.027,7.54884,7.06288
1.04,11,0.031,7.65665,6.49458
1.05,13,0.037,8.03059,8.62142
1.06,13,0.038,7.48402,8.77605
1.07,16,0.106,10.3804,12.2395
1.08,12,0.051,8.47365,8.14755
1.09,12,0.07,8.32889,9.32464
1.1,12,0.09,7.9141,8.16891
1.11,16,0.067,9.12203,11.9499
1.12,13,0.053,8.9638,10.0729
1.13,14,0.064,8.14807,10.1981
1.14,13,0.06,7.6913,9.78543
1.15,15,0.057,7.78664,11.3757
1.16,10,0.047,7.88234,7.64764
1.17,12,0.043,6.5513,9.06109
1.18,16,0.076,8.90488,10.3268
1.19,12,0.087,8.02088,10.1622
1.2,12,0.041,8.95396,8.08187
1.21,11,0.066,7.61849,9.35085
1.22,13,0.048,7.56739,9.6301
1.23,11,0.045,7.5504,8.29869
1.24,14,0.06,9.94028,11.2111
1.25,17,0.154,11.1368,13.7901
