0.1,168,0.292,9.65698,12.1592
0.11,134,0.244,10.1873,9.96074
0.12,106,0.303,9.14043,9.19414
0.13,111,0.331,10.4404,10.2144
0.14,84,0.1,8.6045,7.53081
0.15,91,0.268,10.7152,8.60403
0.16,89,0.198,10.1119,9.63466
0.17,107,0.599,14.5521,11.8173
0.18,67,0.08,8.62455,8.28386
0.19,74,0.213,9.85758,10.4932
0.2,73,0.197,10.8197,10.2691
0.21,82,0.277,11.2408,10.9357
0.22,69,0.236,10.9882,11.2717
0.23,75,0.135,9.79484,11.3523
0.24,96,0.255,13.9503,14.8004
0.25,65,0.121,10.1671,10.5194
0.26,55,0.219,9.95019,10.3193
0.27,42,0.071,8.26278,8.00301
0.28,44,0.046,8.67485,8.7315
0.29,44,0.151,9.95868,8.86801
0.3,51,0.081,9.91802,10.1434
0.31,47,0.118,10.0807,9.24018
0.32,50,0.211,10.7439,10.9105
0.33,36,0.055,8.36866,8.36586
0.34,43,0.1,10.4667,9.95171
0.35,39,0.197,9.58136,8.34366
0.36,37,0.068,8.94078,9.43607
0.37,53,0.192,12.4532,14.1993
0.38,34,0.042,8.15651,9.20904
0.39,39,0.133,11.4856,9.54056
0.4,44,0.09,10.0414,12.0449
0.41,40,0.09,10.1697,10.4972
0.42,34,0.107,9.84454,9.64292
0.43,32,0.08,9.04547,9.45678
0.44,34,0.076,9.41565,9.93465
0.45,28,0.044,8.2542,8.84994
0.46,30,0.073,8.8967,10.0799
0.47,24,0.045,7.58274,7.55751
0.48,27,0.088,9.64355,9.00058
0.49,24,0.09,8.49752,8.2838
0.5,39,0.177,11.1164,13.0304
0.51,30,0.087,8.52534,9.76985
0.52,28,0.079,9.52774,8.97174
0.53,28,0.068,9.68449,9.2953
0.54,22,0.034,8.04588,8.15785
0.55,31,0.153,10.417,11.7011
0.56,29,0.224,10.6951,11.1927
0.57,21,0.04,8.14666,7.38911
0.58,23,0.074,8.90368,8.99516
0.59,43,0.166,14.0832,18.8946
0.6,26,0.099,9.92698,10.1554
0.61,28,0.124,10.7208,11.56
0.62,19,0.059,7.03152,7.53695
0.63,22,0.063,8.28046,9.70905
0.64,29,0.283,8.93031,13.2722
0.65,24,0.12,8.76309,10.6612
0.66,19,0.06,7.83777,8.39755
0.67,22,0.071,7.9922,9.99912
0.68,17,0.026,7.51486,7.13841
0.69,20,0.065,9.33924,9.12565
0.7,19,0.037,9.04444,8.26321
0.71,23,0.074,9.50462,11.5116
0.72,18,0.033,9.23548,8.43281
0.73,26,0.115,10.5276,13.0038
0.74,18,0.084,8.5125,8.83168
0.75,18,0.105,8.80405,8.3639
0.76,18,0.057,7.6325,9.58599
0.77,21,0.1,10.7425,11.3605
0.78,18,0.057,8.92842,8.67318
0.79,26,0.5,11.8185,14.7219
0.8,19,0.079,10.1127,9.95136
0.81,16,0.078,8.50129,8.56114
0.82,20,0.261,8.45548,11.698
0.83,21,0.232,9.17354,11.5394
0.84,19,0.063,8.16898,10.8505
0.85,20,0.074,8.4074,10.7057
0.86,16,0.042,8.71159,9.41978
0.87,17,0.053,9.20464,9.04322
0.88,14,0.038,8.10263,7.60366
0.89,15,0.034,8.05113,7.86335
0.9,18,0.131,9.5538,11.124
0.91,16,0.04,7.63639,7.86764
0.92,16,0.048,8.00065,8.85175
0.93,16,0.076,8.66166,10.0439
0.94,17,0.104,9.37575,9.33545
