0.1,148,0.226,8.95283,10.411
0.11,109,0.214,9.15278,8.22353
0.12,102,0.264,8.46388,7.93786
0.13,103,0.381,10.1501,8.9132
0.14,96,0.141,8.80892,8.96452
0.15,106,0.229,11.8037,10.9418
0.16,100,0.192,10.3183,10.9327
0.17,87,0.309,11.0659,9.97478
0.18,89,0.143,9.62967,10.9925
0.19,74,0.199,10.3749,9.50195
0.2,87,0.274,10.6612,13.3624
0.21,61,0.172,9.43199,8.48451
0.22,57,0.158,8.85346,8.20886
0.23,53,0.095,8.62488,8.3703
0.24,49,0.066,8.816,7.88872
0.25,53,0.069,8.83965,9.61603
0.26,46,0.066,8.90218,7.53582
0.27,55,0.133,8.63865,10.3851
0.28,47,0.114,8.15844,8.35903
0.29,49,0.166,9.65365,10.0644
0.3,47,0.083,8.58517,9.08444
0.31,43,0.169,10.2616,9.93633
0.32,47,0.126,10.1764,10.374
0.33,39,0.253,9.17447,7.97097
0.34,34,0.071,7.95676,7.63841
0.35,40,0.091,10.2512,10.0956
0.36,33,0.048,7.76764,7.60157
0.37,41,0.151,10.6121,9.97559
0.38,41,0.155,9.30939,11.9376
0.39,38,0.097,9.93248,9.49637
0.4,32,0.077,9.43491,7.62155
0.41,39,0.153,9.89124,10.7484
0.42,25,0.025,7.76692,7.08217
0.43,28,0.041,8.64255,8.50411
0.44,26,0.067,7.91056,6.97906
0.45,30,0.054,7.89762,8.9663
0.46,28,0.043,8.53302,8.71182
0.47,33,0.077,9.66239,10.4783
0.48,30,0.211,8.12416,9.41144
0.49,27,0.066,7.5602,8.96335
0.5,29,0.058,8.57002,9.8825
0.51,30,0.072,9.31842,9.70952
0.52,23,0.132,8.72024,8.37824
0.53,29,0.224,9.51814,10.1921
0.54,23,0.031,8.3574,8.28344
0.55,31,0.232,10.6191,12.4126
0.56,25,0.075,9.16191,9.62685
0.57,28,0.077,9.60333,11.9262
0.58,26,0.066,8.9824,9.4536
0.59,25,0.07,9.94114,9.3634
0.6,28,0.122,10.2164,11.5507
0.61,19,0.051,7.71537,7.43899
0.62,32,0.15,9.79082,13.401
0.63,21,0.054,9.03857,8.14257
0.64,25,0.106,8.98376,11.2732
0.65,21,0.049,8.1608,8.49596
0.66,25,0.07,8.79201,11.5014
0.67,26,0.051,10.0508,11.7138
0.68,35,0.228,13.4459,16.0749
0.69,20,0.102,8.04267,8.77213
0.7,25,0.12,10.0554,11.3817
0.71,20,0.096,9.58444,9.19664
0.72,23,0.207,9.48568,10.3754
0.73,17,0.103,8.46777,7.93559
0.74,15,0.027,7.61406,6.51264
0.75,16,0.035,7.71718,7.36052
0.76,17,0.032,8.32933,8.11862
0.77,19,0.066,9.39349,8.44364
0.78,18,0.048,8.93586,9.7463
0.79,20,0.134,10.4874,11.0143
0.8,22,0.372,9.71379,11.1292
